,Unnamed: 0,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot
0,37,Ryan Suter,8470600,D,39,82,2.0,15.0,7.0,6.0,19.471341463414635,0.1829268292682926,0.1585365853658536,0.024390243902439,250.0,0.8769882,72.0,0.039405998,4.0,0.18439347,16.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8470600.png
1,62,Brent Burns,8470613,D,39,82,6.0,29.0,10.0,13.0,20.955691056910567,0.3536585365853658,0.2804878048780488,0.073170731707317,266.0,0.8966944,74.0,0.087495424,8.0,0.32185093,27.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8470613.png
2,70,Corey Perry,8470621,R,39,81,19.0,30.0,6.0,5.0,11.937037037037037,0.3703703703703703,0.1358024691358024,0.2345679012345679,259.0,0.8056373,67.0,0.15764628,13.0,0.17431301,15.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8470621.png
3,102,Alex Ovechkin,8471214,L,39,65,44.0,73.0,19.0,10.0,17.724358974358974,1.123076923076923,0.4461538461538462,0.676923076923077,286.0,0.8339253,69.0,0.4910996,41.0,0.43328878,36.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8471214.png
4,108,Evgeni Malkin,8471215,C,38,68,16.0,50.0,22.0,12.0,17.785539215686274,0.7352941176470589,0.5,0.2352941176470588,242.0,0.8192357,68.0,0.2858269,24.0,0.40919688,34.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471215.png
5,151,Sidney Crosby,8471675,C,37,80,33.0,91.0,33.0,25.0,20.374583333333334,1.1375,0.725,0.4125,242.0,0.90173197,74.0,0.41288054,34.0,0.6745537,56.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471675.png
6,159,Jack Johnson,8471677,D,37,41,0.0,6.0,2.0,4.0,12.873170731707315,0.1463414634146341,0.1463414634146341,0.0,267.0,0.6146565,51.0,0.02770729,3.0,0.076009795,7.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8471677.png
7,165,Anze Kopitar,8471685,C,37,81,21.0,67.0,29.0,17.0,18.95576131687243,0.8271604938271605,0.5679012345679012,0.2592592592592592,249.0,0.9154132,76.0,0.27480987,23.0,0.4752845,39.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8471685.png
8,190,Marc-Edouard Vlasic,8471709,D,37,27,1.0,3.0,1.0,1.0,14.625308641975309,0.1111111111111111,0.074074074074074,0.037037037037037,208.0,0.49819207,41.0,0.02860727,3.0,0.12032978,10.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8471709.png
9,197,Kris Letang,8471724,D,37,74,9.0,30.0,8.0,13.0,23.525450450450453,0.4054054054054054,0.2837837837837837,0.1216216216216216,242.0,0.8482882,70.0,0.10365907,9.0,0.3354337,28.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471724.png
10,218,Ryan Reaves,8471817,R,37,35,0.0,2.0,1.0,1.0,7.80047619047619,0.0571428571428571,0.0571428571428571,0.0,267.0,0.37932193,32.0,0.046765544,4.0,0.07388497,7.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8471817.png
11,237,Brad Marchand,8473419,L,36,71,23.0,51.0,18.0,10.0,18.32417840375587,0.7183098591549296,0.3943661971830985,0.323943661971831,246.0,0.8587043,71.0,0.34211576,29.0,0.4322725,36.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8473419.png
12,243,Nick Foligno,8473422,L,37,78,15.0,35.0,11.0,9.0,15.924786324786329,0.4487179487179487,0.2564102564102564,0.1923076923076923,224.0,0.8260007,68.0,0.17896822,15.0,0.21720842,18.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8473422.png
13,248,Erik Johnson,8473446,D,36,36,2.0,5.0,0.0,3.0,14.587962962962962,0.1388888888888889,0.0833333333333333,0.0555555555555555,273.0,0.5041633,42.0,0.030883439,3.0,0.098141804,9.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8473446.png
14,259,Trevor Lewis,8473453,C,37,60,6.0,12.0,2.0,4.0,10.221666666666666,0.2,0.1,0.1,249.0,0.65419346,54.0,0.07749134,7.0,0.10231482,9.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8473453.png
15,277,Jeff Petry,8473507,D,37,44,1.0,8.0,4.0,3.0,18.89659090909091,0.1818181818181818,0.1590909090909091,0.0227272727272727,235.0,0.6772049,56.0,0.034455802,3.0,0.18841664,16.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8473507.png
16,283,Claude Giroux,8473512,R,36,81,15.0,50.0,21.0,14.0,18.205349794238685,0.6172839506172839,0.4320987654320987,0.1851851851851851,242.0,0.912171,75.0,0.23142117,19.0,0.39056677,33.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8473512.png
17,289,Jordan Staal,8473533,C,36,75,13.0,36.0,15.0,8.0,15.437333333333331,0.48,0.3066666666666666,0.1733333333333333,266.0,0.8726728,72.0,0.15494636,13.0,0.22205079,19.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8473533.png
18,320,Alex Killorn,8473986,L,35,82,19.0,37.0,11.0,7.0,17.276016260162603,0.4512195121951219,0.2195121951219512,0.2317073170731707,217.0,0.86684066,72.0,0.24182399,20.0,0.2693495,23.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8473986.png
19,326,Jamie Benn,8473994,L,35,80,16.0,49.0,22.0,11.0,15.30125,0.6125,0.4125,0.2,275.0,0.86955374,72.0,0.2254395,19.0,0.31721857,27.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png
20,339,Ian Cole,8474013,D,35,82,1.0,17.0,8.0,8.0,20.28211382113821,0.2073170731707317,0.1951219512195122,0.0121951219512195,240.0,0.8757248,72.0,0.05244047,5.0,0.1728258,15.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8474013.png
21,354,Patrick Maroon,8474034,L,36,68,5.0,19.0,11.0,3.0,11.539705882352942,0.2794117647058823,0.2058823529411764,0.0735294117647058,224.0,0.6803005,56.0,0.09515242,8.0,0.111303166,10.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8474034.png
22,360,James van Riemsdyk,8474037,L,35,71,16.0,36.0,11.0,9.0,12.399530516431923,0.5070422535211268,0.2816901408450704,0.2253521126760563,267.0,0.7966986,66.0,0.16490392,14.0,0.21478203,18.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8474037.png
23,389,Brendan Smith,8474090,D,35,32,1.0,6.0,2.0,3.0,13.208854166666669,0.1875,0.15625,0.03125,275.0,0.43715522,36.0,0.032223925,3.0,0.08637335,8.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474090.png
24,400,David Perron,8474102,L,36,43,9.0,16.0,4.0,3.0,14.02015503875969,0.3720930232558139,0.1627906976744186,0.2093023255813953,242.0,0.7413973,61.0,0.21841246,18.0,0.2537996,21.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8474102.png
25,409,Patrick Kane,8474141,R,36,72,21.0,59.0,17.0,21.0,17.97939814814815,0.8194444444444444,0.5277777777777778,0.2916666666666667,235.0,0.79826856,66.0,0.31532288,26.0,0.48319712,40.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8474141.png
26,415,Robert Bortuzzo,8474145,D,35,17,0.0,2.0,1.0,1.0,10.952941176470588,0.1176470588235294,0.1176470588235294,0.0,240.0,0.32731676,27.0,0.02268525,2.0,0.07833335,7.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8474145.png
27,421,Evgenii Dadonov,8474149,R,35,80,20.0,40.0,12.0,8.0,13.533333333333337,0.5,0.25,0.25,275.0,0.8260343,68.0,0.18901516,16.0,0.20755163,18.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474149.png
28,427,Mikael Backlund,8474150,C,35,76,15.0,32.0,12.0,5.0,18.73684210526316,0.4210526315789473,0.2236842105263158,0.1973684210526315,220.0,0.879659,73.0,0.18557781,16.0,0.2722623,23.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8474150.png
29,433,Ryan McDonagh,8474151,D,35,82,4.0,31.0,12.0,15.0,20.37032520325203,0.3780487804878049,0.3292682926829268,0.048780487804878,292.0,0.8661768,72.0,0.05201678,5.0,0.2693532,23.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8474151.png
30,438,Max Pacioretty,8474157,L,36,37,5.0,13.0,4.0,4.0,13.497747747747749,0.3513513513513513,0.2162162162162162,0.1351351351351351,267.0,0.6381678,53.0,0.16235365,14.0,0.18190561,15.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8474157.png
31,451,Alec Martinez,8474166,D,37,44,5.0,12.0,0.0,7.0,18.72840909090909,0.2727272727272727,0.1590909090909091,0.1136363636363636,224.0,0.6065184,50.0,0.037050083,4.0,0.1524874,13.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8474166.png
32,460,Lars Eller,8474189,C,35,80,10.0,22.0,10.0,2.0,13.291458333333331,0.275,0.15,0.125,286.0,0.8132953,67.0,0.13416514,12.0,0.16633104,14.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8474189.png
33,481,Drew Doughty,8474563,D,35,30,4.0,17.0,3.0,10.0,24.136666666666667,0.5666666666666667,0.4333333333333333,0.1333333333333333,249.0,0.7782215,64.0,0.10991307,10.0,0.37729982,31.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8474563.png
34,487,Steven Stamkos,8474564,C,34,82,27.0,53.0,18.0,8.0,17.99979674796748,0.6463414634146342,0.3170731707317073,0.3292682926829268,212.0,0.913893,75.0,0.36382708,30.0,0.40721038,34.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8474564.png
35,493,Alex Pietrangelo,8474565,D,34,71,4.0,33.0,14.0,15.0,22.402112676056337,0.4647887323943662,0.4084507042253521,0.056338028169014,274.0,0.7612613,63.0,0.086373866,8.0,0.3506403,29.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8474565.png
36,499,Zach Bogosian,8474567,D,34,81,4.0,16.0,6.0,6.0,15.80699588477366,0.1975308641975308,0.1481481481481481,0.0493827160493827,225.0,0.76122075,63.0,0.033229902,3.0,0.13104747,11.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474567.png
37,505,Luke Schenn,8474568,D,35,76,1.0,7.0,2.0,4.0,15.953289473684212,0.0921052631578947,0.0789473684210526,0.0131578947368421,275.0,0.6634608,55.0,0.03869572,4.0,0.13978733,12.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8474568.png
38,517,Tyler Myers,8474574,D,34,71,6.0,24.0,9.0,9.0,20.791784037558685,0.3380281690140845,0.2535211267605634,0.0845070422535211,233.0,0.82062626,68.0,0.051319532,5.0,0.2183406,18.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8474574.png
39,523,Erik Karlsson,8474578,D,34,82,11.0,53.0,17.0,25.0,23.235772357723576,0.6463414634146342,0.5121951219512195,0.1341463414634146,242.0,0.88928556,73.0,0.1382288,12.0,0.43613768,36.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8474578.png
40,535,Jordan Eberle,8474586,R,34,42,9.0,26.0,16.0,1.0,16.263095238095236,0.6190476190476191,0.4047619047619047,0.2142857142857142,245.0,0.7988717,66.0,0.1969659,17.0,0.29866576,25.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8474586.png
41,544,John Carlson,8474590,D,34,79,5.0,51.0,24.0,22.0,23.564135021097044,0.6455696202531646,0.5822784810126582,0.0632911392405063,286.0,0.8483244,70.0,0.113939255,10.0,0.4648474,39.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8474590.png
42,551,Roman Josi,8474600,D,34,53,9.0,38.0,19.0,10.0,25.03238993710692,0.7169811320754716,0.5471698113207547,0.1698113207547169,212.0,0.8232399,68.0,0.20418319,17.0,0.5616745,47.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8474600.png
43,565,Travis Hamonic,8474612,D,34,59,1.0,7.0,1.0,5.0,17.066949152542374,0.1186440677966101,0.1016949152542373,0.0169491525423728,242.0,0.6233683,52.0,0.038101282,4.0,0.12518162,11.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8474612.png
44,584,Adam Henrique,8474641,C,34,81,12.0,27.0,5.0,10.0,14.6440329218107,0.3333333333333333,0.1851851851851851,0.1481481481481481,259.0,0.8347223,69.0,0.18361941,16.0,0.18841857,16.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8474641.png
45,591,TJ Brodie,8474673,D,34,54,2.0,10.0,1.0,7.0,15.632407407407406,0.1851851851851851,0.1481481481481481,0.037037037037037,224.0,0.72628695,60.0,0.031076029,3.0,0.14026612,12.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8474673.png
46,596,Gustav Nyquist,8474679,R,35,79,11.0,28.0,8.0,9.0,16.853586497890298,0.3544303797468354,0.2151898734177215,0.1392405063291139,225.0,0.8396042,69.0,0.16744654,14.0,0.28085884,24.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474679.png
47,614,Matt Martin,8474709,L,35,32,0.0,2.0,2.0,0.0,8.548958333333333,0.0625,0.0625,0.0,222.0,0.38480195,32.0,0.054211237,5.0,0.06594844,6.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8474709.png
48,619,Cam Atkinson,8474715,R,35,39,4.0,9.0,5.0,0.0,8.992735042735042,0.2307692307692307,0.1282051282051282,0.1025641025641025,292.0,0.48600066,40.0,0.14694344,13.0,0.14957595,13.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8474715.png
49,625,Jared Spurgeon,8474716,D,35,66,7.0,32.0,11.0,14.0,20.4510101010101,0.4848484848484848,0.3787878787878788,0.106060606060606,225.0,0.7419905,61.0,0.07771565,7.0,0.26939067,23.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474716.png
50,641,Tyler Johnson,8474870,C,34,9,0.0,2.0,1.0,1.0,13.077777777777778,0.2222222222222222,0.2222222222222222,0.0,222.0,0.5020384,42.0,0.10092588,9.0,0.1334984,11.0,https://assets.nhle.com/mugs/nhl/latest/8474870.png
51,656,Marcus Johansson,8475149,L,34,72,11.0,34.0,16.0,7.0,16.383333333333333,0.4722222222222222,0.3194444444444444,0.1527777777777778,225.0,0.8388166,69.0,0.15995745,14.0,0.24344149,20.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475149.png
52,662,Kyle Palmieri,8475151,C,33,82,24.0,48.0,12.0,12.0,18.516260162601625,0.5853658536585366,0.2926829268292683,0.2926829268292683,222.0,0.88453186,73.0,0.24843468,21.0,0.26845476,23.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475151.png
53,668,Ryan O'Reilly,8475158,C,33,79,21.0,53.0,17.0,15.0,18.98839662447257,0.6708860759493671,0.4050632911392405,0.2658227848101265,212.0,0.8745839,72.0,0.26930523,23.0,0.3649467,30.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8475158.png
54,686,John Tavares,8475166,C,34,75,38.0,74.0,20.0,16.0,18.225555555555555,0.9866666666666668,0.48,0.5066666666666667,267.0,0.8996969,74.0,0.437935,36.0,0.45326698,38.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475166.png
55,692,Victor Hedman,8475167,D,34,79,15.0,66.0,26.0,25.0,23.07974683544304,0.8354430379746836,0.6455696202531646,0.189873417721519,292.0,0.85816705,71.0,0.16251627,14.0,0.61047786,51.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8475167.png
56,698,Matt Duchene,8475168,C,33,82,30.0,82.0,26.0,26.0,17.14288617886179,1.0,0.6341463414634146,0.3658536585365853,275.0,0.9326947,77.0,0.34826502,29.0,0.42852318,36.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png
57,709,Brayden Schenn,8475170,C,33,82,18.0,50.0,20.0,12.0,17.5609756097561,0.6097560975609756,0.3902439024390244,0.2195121951219512,250.0,0.9339962,77.0,0.23842894,20.0,0.33904684,28.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8475170.png
58,715,Oliver Ekman-Larsson,8475171,D,33,77,4.0,29.0,9.0,16.0,21.06861471861472,0.3766233766233766,0.3246753246753247,0.0519480519480519,267.0,0.83301085,69.0,0.07537509,7.0,0.25895327,22.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475171.png
59,721,Nazem Kadri,8475172,C,34,82,35.0,67.0,19.0,13.0,19.35487804878049,0.8170731707317073,0.3902439024390244,0.4268292682926829,220.0,0.9413791,78.0,0.3633576,30.0,0.3914275,33.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475172.png
60,729,Calvin de Haan,8475177,D,33,47,0.0,8.0,4.0,4.0,14.973758865248229,0.1702127659574468,0.1702127659574468,0.0,255.0,0.5710017,47.0,0.03463689,3.0,0.10575933,9.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8475177.png
61,739,Dmitry Kulikov,8475179,D,34,70,4.0,13.0,2.0,7.0,19.26833333333333,0.1857142857142857,0.1285714285714285,0.0571428571428571,246.0,0.8031251,66.0,0.032893334,3.0,0.15141916,13.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8475179.png
62,745,Nick Leddy,8475181,D,33,31,2.0,5.0,1.0,2.0,18.67043010752688,0.1612903225806451,0.0967741935483871,0.064516129032258,250.0,0.6032026,50.0,0.02752915,3.0,0.19559222,17.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8475181.png
63,751,Chris Kreider,8475184,L,33,68,22.0,30.0,3.0,5.0,16.754166666666666,0.4411764705882353,0.1176470588235294,0.3235294117647059,255.0,0.8080828,67.0,0.32069758,27.0,0.23684563,20.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8475184.png
64,758,Brayden McNabb,8475188,D,33,82,5.0,20.0,7.0,8.0,20.11280487804878,0.2439024390243902,0.1829268292682926,0.0609756097560975,274.0,0.8774491,72.0,0.03575154,3.0,0.18546338,16.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475188.png
65,764,Reilly Smith,8475191,R,33,79,13.0,40.0,15.0,12.0,15.440717299578058,0.5063291139240507,0.3417721518987341,0.1645569620253164,274.0,0.87670976,72.0,0.20203723,17.0,0.23007846,19.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475191.png
66,770,Tomas Tatar,8475193,L,34,74,7.0,17.0,4.0,6.0,11.102927927927928,0.2297297297297297,0.1351351351351351,0.0945945945945946,240.0,0.72457165,60.0,0.111814864,10.0,0.16467018,14.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475193.png
67,776,Tyson Barrie,8475197,D,33,13,1.0,3.0,2.0,0.0,15.801282051282053,0.2307692307692307,0.1538461538461538,0.0769230769230769,220.0,0.46798348,39.0,0.03519368,3.0,0.18119483,15.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475197.png
68,782,Dmitry Orlov,8475200,D,33,76,6.0,28.0,9.0,13.0,19.996491228070177,0.3684210526315789,0.2894736842105263,0.0789473684210526,266.0,0.82725585,68.0,0.074835084,7.0,0.24612044,21.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475200.png
69,789,Brian Dumoulin,8475208,D,33,80,3.0,22.0,10.0,9.0,19.54375,0.275,0.2375,0.0375,240.0,0.84166974,70.0,0.040993642,4.0,0.1868263,16.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475208.png
70,797,Mattias Ekholm,8475218,D,34,65,9.0,33.0,9.0,15.0,22.196153846153845,0.5076923076923077,0.3692307692307692,0.1384615384615384,259.0,0.8198006,68.0,0.10054116,9.0,0.30695078,26.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475218.png
71,803,Marcus Foligno,8475220,L,33,77,14.0,29.0,9.0,6.0,14.482034632034631,0.3766233766233766,0.1948051948051948,0.1818181818181818,225.0,0.7799592,64.0,0.17039882,14.0,0.21780723,18.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475220.png
72,811,Craig Smith,8475225,C,35,59,9.0,18.0,7.0,2.0,11.338700564971752,0.3050847457627119,0.1525423728813559,0.1525423728813559,235.0,0.6839715,57.0,0.11241002,10.0,0.12943225,11.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475225.png
73,819,Casey Cizikas,8475231,C,33,82,7.0,17.0,8.0,2.0,13.040650406504064,0.2073170731707317,0.1219512195121951,0.0853658536585365,222.0,0.8416459,70.0,0.10204201,9.0,0.109768264,10.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475231.png
74,825,David Savard,8475233,D,34,75,1.0,15.0,5.0,9.0,16.589333333333332,0.2,0.1866666666666666,0.0133333333333333,243.0,0.7221436,60.0,0.040257152,4.0,0.17605172,15.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475233.png
75,831,Nicolas Deslauriers,8475235,L,33,31,2.0,3.0,0.0,1.0,7.635483870967741,0.0967741935483871,0.032258064516129,0.064516129032258,232.0,0.36206058,30.0,0.05168876,5.0,0.07421289,7.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8475235.png
76,844,Ben Chiarot,8475279,D,33,81,4.0,13.0,7.0,2.0,21.23230452674897,0.1604938271604938,0.1111111111111111,0.0493827160493827,235.0,0.8673509,72.0,0.037993617,4.0,0.17548354,15.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475279.png
77,850,Erik Haula,8475287,L,33,69,11.0,21.0,7.0,3.0,14.704106280193235,0.3043478260869565,0.144927536231884,0.1594202898550724,240.0,0.7789878,64.0,0.15009207,13.0,0.18509516,16.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475287.png
78,856,Anders Lee,8475314,L,34,82,29.0,54.0,16.0,9.0,17.06036585365854,0.6585365853658537,0.3048780487804878,0.3536585365853658,222.0,0.90490186,75.0,0.32655713,27.0,0.26003435,22.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475314.png
79,862,Nick Jensen,8475324,D,34,71,3.0,21.0,7.0,11.0,20.22042253521127,0.2957746478873239,0.2535211267605634,0.0422535211267605,242.0,0.83917826,69.0,0.03952399,4.0,0.18973231,16.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8475324.png
80,868,Nic Dowd,8475343,C,34,82,14.0,27.0,5.0,8.0,15.176016260162603,0.3292682926829268,0.1585365853658536,0.1707317073170731,286.0,0.82818526,68.0,0.1388679,12.0,0.1593812,14.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8475343.png
81,872,Justin Dowling,8475413,C,34,52,2.0,7.0,2.0,3.0,10.22275641025641,0.1346153846153846,0.0961538461538461,0.0384615384615384,240.0,0.4565195,38.0,0.07235155,6.0,0.08595108,8.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475413.png
82,879,Brenden Dillon,8475455,D,34,82,2.0,16.0,1.0,13.0,18.575609756097563,0.1951219512195122,0.1707317073170731,0.024390243902439,240.0,0.8588086,71.0,0.04317464,4.0,0.16594772,14.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475455.png
83,886,Radko Gudas,8475462,D,34,81,1.0,16.0,11.0,4.0,19.865637860082305,0.1975308641975308,0.1851851851851851,0.0123456790123456,217.0,0.8397656,69.0,0.040175166,4.0,0.1744435,15.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475462.png
84,896,Chris Tanev,8475690,D,35,75,3.0,18.0,7.0,8.0,19.749333333333333,0.24,0.2,0.04,267.0,0.81167334,67.0,0.032211877,3.0,0.1663596,14.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475690.png
85,902,Mats Zuccarello,8475692,R,37,69,19.0,54.0,22.0,13.0,19.656280193236714,0.782608695652174,0.5072463768115942,0.2753623188405797,225.0,0.81326455,67.0,0.24774958,21.0,0.51021194,42.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png
86,908,Calle Jarnkrok,8475714,C,33,19,1.0,7.0,3.0,3.0,13.228947368421052,0.3684210526315789,0.3157894736842105,0.0526315789473684,267.0,0.4847048,40.0,0.13262269,11.0,0.15911786,14.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475714.png
87,915,Justin Holl,8475718,D,32,73,2.0,8.0,5.0,1.0,14.792009132420093,0.1095890410958904,0.0821917808219178,0.0273972602739726,235.0,0.7293585,60.0,0.029485827,3.0,0.13168077,11.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475718.png
88,921,Jason Zucker,8475722,L,32,73,21.0,53.0,24.0,8.0,15.993835616438355,0.726027397260274,0.4383561643835616,0.2876712328767123,265.0,0.8546219,71.0,0.23929399,20.0,0.28013825,23.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8475722.png
89,927,Tyler Toffoli,8475726,C,32,78,30.0,54.0,13.0,11.0,16.92948717948718,0.6923076923076923,0.3076923076923077,0.3846153846153846,208.0,0.9025561,75.0,0.35755002,30.0,0.30918524,26.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8475726.png
90,945,Charlie Coyle,8475745,C,32,83,17.0,35.0,10.0,8.0,16.989357429718876,0.4216867469879518,0.216867469879518,0.2048192771084337,273.0,0.9175231,76.0,0.19388908,16.0,0.2781148,23.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8475745.png
91,955,Jon Merrill,8475750,D,32,70,2.0,6.0,2.0,2.0,14.095,0.0857142857142857,0.0571428571428571,0.0285714285714285,225.0,0.65542823,54.0,0.030642714,3.0,0.10108628,9.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475750.png
92,966,Justin Faulk,8475753,D,32,78,4.0,32.0,13.0,15.0,22.45042735042735,0.4102564102564102,0.358974358974359,0.0512820512820512,250.0,0.85266227,70.0,0.082676426,7.0,0.33190218,28.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8475753.png
93,972,Brock Nelson,8475754,C,33,80,26.0,56.0,18.0,12.0,18.9125,0.7,0.375,0.325,273.0,0.90108436,74.0,0.36657318,31.0,0.35464585,30.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8475754.png
94,978,Nick Bjugstad,8475760,C,32,66,8.0,19.0,8.0,3.0,12.31641414141414,0.2878787878787879,0.1666666666666666,0.1212121212121212,240.0,0.7229167,60.0,0.13735898,12.0,0.13141125,11.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8475760.png
95,984,Derek Forbort,8475762,D,32,54,2.0,11.0,4.0,5.0,17.101543209876542,0.2037037037037037,0.1666666666666666,0.037037037037037,233.0,0.6620492,55.0,0.028346907,3.0,0.10476777,9.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8475762.png
96,990,Kevin Hayes,8475763,R,32,64,13.0,23.0,4.0,6.0,12.047395833333333,0.359375,0.15625,0.203125,242.0,0.77923864,64.0,0.1575535,13.0,0.19972143,17.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475763.png
97,996,Cam Fowler,8475764,D,33,68,9.0,40.0,17.0,14.0,21.54313725490196,0.5882352941176471,0.4558823529411764,0.1323529411764706,250.0,0.85507107,71.0,0.0975743,9.0,0.3874732,32.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8475764.png
98,1002,Vladimir Tarasenko,8475765,R,33,80,11.0,33.0,12.0,10.0,14.780833333333334,0.4125,0.275,0.1375,235.0,0.8417911,70.0,0.19055489,16.0,0.29209,24.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475765.png
99,1008,Austin Watson,8475766,L,32,13,3.0,3.0,0.0,0.0,7.8538461538461535,0.2307692307692307,0.0,0.2307692307692307,235.0,0.2658454,22.0,0.08129607,7.0,0.0748028,7.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475766.png
