,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot,Predicted Games Played Percentage LSTM,Predicted Goals Scored Percentage LSTM,Predicted Assists Percentage LSTM,Predicted Games Played Percentage GRU,Predicted Goals Scored Percentage GRU,Predicted Assists Percentage GRU,Predicted Games Played LSTM,Predicted Goals Scored per 82 Games LSTM,Predicted Assits per 82 Games LSTM,Predicted Games Played GRU,Predicted Goals Scored per 82 Games GRU,Predicted Assits per 82 Games GRU
69,Brian Dumoulin,8475208,D,33,80,3.0,22.0,10.0,9.0,19.54375,0.275,0.2375,0.0375,240.0,0.84164375,70.0,0.034588978,3.0,0.1868263,16.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475208.png,0.6959249,0.03487194,0.17362596,0.74328077,0.031530354,0.1614489,58.0,3.0,15.0,61.0,3.0,14.0
70,Mattias Ekholm,8475218,D,34,65,9.0,33.0,9.0,15.0,22.196153846153845,0.5076923076923077,0.3692307692307692,0.1384615384615384,259.0,0.8475916,70.0,0.10127717,9.0,0.30695078,26.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475218.png,0.8685836,0.08907195,0.31156856,0.8891685,0.087871775,0.3021209,72.0,8.0,26.0,73.0,8.0,25.0
71,Marcus Foligno,8475220,L,33,77,14.0,29.0,9.0,6.0,14.482034632034631,0.3766233766233766,0.1948051948051948,0.1818181818181818,225.0,0.8188375,68.0,0.1648167,14.0,0.21780723,18.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475220.png,0.88642067,0.077846415,0.18980846,0.8139194,0.075862646,0.18462054,73.0,7.0,16.0,67.0,7.0,16.0
72,Craig Smith,8475225,C,35,59,9.0,18.0,7.0,2.0,11.338700564971752,0.3050847457627119,0.1525423728813559,0.1525423728813559,235.0,0.63874334,53.0,0.10684514,9.0,0.12943225,11.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475225.png,0.57495844,0.099872686,0.1052401,0.6462688,0.10462757,0.12807956,48.0,9.0,9.0,53.0,9.0,11.0
73,Casey Cizikas,8475231,C,33,82,7.0,17.0,8.0,2.0,13.040650406504064,0.2073170731707317,0.1219512195121951,0.0853658536585365,222.0,0.87661463,72.0,0.09037622,8.0,0.109768264,10.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475231.png,0.7901788,0.07529195,0.12941617,0.7825417,0.07681559,0.13725658,65.0,7.0,11.0,65.0,7.0,12.0
74,David Savard,8475233,D,34,75,1.0,15.0,5.0,9.0,16.589333333333332,0.2,0.1866666666666666,0.0133333333333333,243.0,0.67255723,56.0,0.03088268,3.0,0.17605172,15.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475233.png,0.5428508,0.030199325,0.13094428,0.5324436,0.024713134,0.09992313,45.0,3.0,11.0,44.0,3.0,9.0
75,Nicolas Deslauriers,8475235,L,33,31,2.0,3.0,0.0,1.0,7.635483870967741,0.0967741935483871,0.032258064516129,0.064516129032258,232.0,0.38754758,32.0,0.04940275,5.0,0.07421289,7.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8475235.png,0.35463953,0.028772375,0.06893083,0.28294107,0.031876955,0.049195167,30.0,3.0,6.0,24.0,3.0,5.0
76,Ben Chiarot,8475279,D,33,81,4.0,13.0,7.0,2.0,21.23230452674897,0.1604938271604938,0.1111111111111111,0.0493827160493827,235.0,0.8854887,73.0,0.028370766,3.0,0.17548354,15.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475279.png,0.763373,0.03284737,0.14533275,0.7076034,0.036235746,0.12416888,63.0,3.0,12.0,59.0,3.0,11.0
77,Erik Haula,8475287,L,33,69,11.0,21.0,7.0,3.0,14.704106280193235,0.3043478260869565,0.144927536231884,0.1594202898550724,240.0,0.8127867,67.0,0.14084907,12.0,0.18509516,16.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475287.png,0.87424004,0.18435378,0.22692879,0.86551684,0.14055829,0.22232403,72.0,16.0,19.0,71.0,12.0,19.0
78,Anders Lee,8475314,L,34,82,29.0,54.0,16.0,9.0,17.06036585365854,0.6585365853658537,0.3048780487804878,0.3536585365853658,222.0,0.92310256,76.0,0.33841577,28.0,0.26003435,22.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475314.png,0.9608956,0.3942778,0.35046437,0.893547,0.33398736,0.30691993,79.0,33.0,29.0,74.0,28.0,26.0
79,Nick Jensen,8475324,D,34,71,3.0,21.0,7.0,11.0,20.22042253521127,0.2957746478873239,0.2535211267605634,0.0422535211267605,242.0,0.84082294,69.0,0.036202025,3.0,0.18973231,16.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8475324.png,0.6855912,0.027092887,0.16283795,0.7661094,0.025986454,0.16172253,57.0,3.0,14.0,63.0,3.0,14.0
80,Nic Dowd,8475343,C,34,82,14.0,27.0,5.0,8.0,15.176016260162603,0.3292682926829268,0.1585365853658536,0.1707317073170731,286.0,0.83556855,69.0,0.13315734,11.0,0.1593812,14.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8475343.png,0.74498785,0.08916143,0.12305606,0.7808402,0.105907254,0.13989608,62.0,8.0,11.0,65.0,9.0,12.0
81,Justin Dowling,8475413,C,34,52,2.0,7.0,2.0,3.0,10.22275641025641,0.1346153846153846,0.0961538461538461,0.0384615384615384,240.0,0.35800573,30.0,0.07826519,7.0,0.08595108,8.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475413.png,0.38617444,0.070314474,0.1502803,0.562907,0.06381058,0.16841315,32.0,6.0,13.0,47.0,6.0,14.0
82,Brenden Dillon,8475455,D,34,82,2.0,16.0,1.0,13.0,18.575609756097563,0.1951219512195122,0.1707317073170731,0.024390243902439,240.0,0.8818931,73.0,0.031254027,3.0,0.16594772,14.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475455.png,0.7031287,0.027797556,0.14965662,0.69831413,0.021789288,0.13839759,58.0,3.0,13.0,58.0,2.0,12.0
83,Radko Gudas,8475462,D,34,81,1.0,16.0,11.0,4.0,19.865637860082305,0.1975308641975308,0.1851851851851851,0.0123456790123456,217.0,0.86567783,71.0,0.031376902,3.0,0.1744435,15.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8475462.png,0.5821405,0.019564873,0.117924966,0.5965176,0.0071062194,0.11233569,48.0,2.0,10.0,49.0,1.0,10.0
84,Chris Tanev,8475690,D,35,75,3.0,18.0,7.0,8.0,19.749333333333333,0.24,0.2,0.04,267.0,0.81429523,67.0,0.023901269,2.0,0.1663596,14.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475690.png,0.7686797,0.034149405,0.15534651,0.7860328,0.029937392,0.16358557,64.0,3.0,13.0,65.0,3.0,14.0
85,Mats Zuccarello,8475692,R,37,69,19.0,54.0,22.0,13.0,19.656280193236714,0.782608695652174,0.5072463768115942,0.2753623188405797,225.0,0.81945145,68.0,0.24358904,20.0,0.51021194,42.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,0.7879687,0.19453032,0.4556738,0.8257257,0.14827599,0.4634414,65.0,16.0,38.0,68.0,13.0,39.0
86,Calle Jarnkrok,8475714,C,33,19,1.0,7.0,3.0,3.0,13.228947368421052,0.3684210526315789,0.3157894736842105,0.0526315789473684,267.0,0.41444778,34.0,0.11730061,10.0,0.15911786,14.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475714.png,0.70036674,0.09415172,0.13206853,0.74141026,0.105498046,0.14366092,58.0,8.0,11.0,61.0,9.0,12.0
87,Justin Holl,8475718,D,32,73,2.0,8.0,5.0,1.0,14.792009132420093,0.1095890410958904,0.0821917808219178,0.0273972602739726,235.0,0.6270731,52.0,0.019588767,2.0,0.13168077,11.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475718.png,0.46148014,0.026362596,0.115098245,0.4554804,0.018304264,0.103347935,38.0,3.0,10.0,38.0,2.0,9.0
88,Jason Zucker,8475722,L,32,73,21.0,53.0,24.0,8.0,15.993835616438355,0.726027397260274,0.4383561643835616,0.2876712328767123,265.0,0.8692467,72.0,0.24987248,21.0,0.28013825,23.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8475722.png,0.93362427,0.288857,0.271784,0.8089524,0.26551777,0.2790205,77.0,24.0,23.0,67.0,22.0,23.0
89,Tyler Toffoli,8475726,C,32,78,30.0,54.0,13.0,11.0,16.92948717948718,0.6923076923076923,0.3076923076923077,0.3846153846153846,208.0,0.91151863,75.0,0.35896474,30.0,0.30918524,26.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8475726.png,1.007266,0.2831658,0.31269923,0.95394045,0.31313968,0.31912217,83.0,24.0,26.0,79.0,26.0,27.0
90,Charlie Coyle,8475745,C,32,83,17.0,35.0,10.0,8.0,16.989357429718876,0.4216867469879518,0.216867469879518,0.2048192771084337,273.0,0.9452167,78.0,0.19252211,16.0,0.2781148,23.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8475745.png,0.84093505,0.14968964,0.23449437,0.8654977,0.16664386,0.2405983,69.0,13.0,20.0,71.0,14.0,20.0
91,Jon Merrill,8475750,D,32,70,2.0,6.0,2.0,2.0,14.095,0.0857142857142857,0.0571428571428571,0.0285714285714285,225.0,0.6548039,54.0,0.022296248,2.0,0.10108628,9.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475750.png,0.39991447,0.03447565,0.11438038,0.43376702,0.030530317,0.09745484,33.0,3.0,10.0,36.0,3.0,8.0
92,Justin Faulk,8475753,D,32,78,4.0,32.0,13.0,15.0,22.45042735042735,0.4102564102564102,0.358974358974359,0.0512820512820512,250.0,0.8578744,71.0,0.0839553,7.0,0.33190218,28.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8475753.png,0.7863227,0.06925011,0.26858258,0.8945949,0.060548287,0.29194605,65.0,6.0,23.0,74.0,5.0,24.0
93,Brock Nelson,8475754,C,33,80,26.0,56.0,18.0,12.0,18.9125,0.7,0.375,0.325,273.0,0.8913909,74.0,0.36342904,30.0,0.35464585,30.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8475754.png,0.9314481,0.2289176,0.32624003,0.9264705,0.24268202,0.3168459,77.0,19.0,27.0,76.0,20.0,26.0
94,Nick Bjugstad,8475760,C,32,66,8.0,19.0,8.0,3.0,12.31641414141414,0.2878787878787879,0.1666666666666666,0.1212121212121212,240.0,0.74135625,61.0,0.14604832,12.0,0.13141125,11.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8475760.png,0.79226696,0.1087296,0.13058285,0.76170504,0.1334261,0.15702628,65.0,9.0,11.0,63.0,11.0,13.0
95,Derek Forbort,8475762,D,32,54,2.0,11.0,4.0,5.0,17.101543209876542,0.2037037037037037,0.1666666666666666,0.037037037037037,233.0,0.64426184,53.0,0.022289209,2.0,0.10476777,9.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8475762.png,0.61654043,0.032910127,0.12422543,0.599072,0.04088163,0.11864095,51.0,3.0,11.0,50.0,4.0,10.0
96,Kevin Hayes,8475763,R,32,64,13.0,23.0,4.0,6.0,12.047395833333333,0.359375,0.15625,0.203125,242.0,0.7149381,59.0,0.17448772,15.0,0.19972143,17.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475763.png,0.7226422,0.11899964,0.18583924,0.7606512,0.13849784,0.2101777,60.0,10.0,16.0,63.0,12.0,18.0
97,Cam Fowler,8475764,D,33,68,9.0,40.0,17.0,14.0,21.54313725490196,0.5882352941176471,0.4558823529411764,0.1323529411764706,250.0,0.8509173,70.0,0.09821504,9.0,0.3874732,32.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8475764.png,0.78697705,0.056994226,0.2559673,0.91086537,0.054153588,0.30423096,65.0,5.0,21.0,75.0,5.0,25.0
98,Vladimir Tarasenko,8475765,R,33,80,11.0,33.0,12.0,10.0,14.780833333333334,0.4125,0.275,0.1375,235.0,0.8634827,71.0,0.18520936,16.0,0.29209,24.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475765.png,0.6348586,0.085000545,0.17245603,0.65462977,0.083496,0.1461718,53.0,7.0,15.0,54.0,7.0,12.0
99,Austin Watson,8475766,L,32,13,3.0,3.0,0.0,0.0,7.8538461538461535,0.2307692307692307,0.0,0.2307692307692307,235.0,0.2545406,21.0,0.092169285,8.0,0.0748028,7.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8475766.png,0.14356287,0.021226754,0.068074085,0.17487325,0.0381377,0.037858617,12.0,2.0,6.0,15.0,4.0,4.0
100,Jaden Schwartz,8475768,C,32,81,26.0,49.0,11.0,12.0,17.882716049382715,0.6049382716049383,0.2839506172839506,0.3209876543209876,245.0,0.8762002,72.0,0.26000378,22.0,0.29503208,25.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8475768.png,0.9300819,0.30443737,0.32523677,0.87631255,0.3318771,0.32293838,77.0,25.0,27.0,72.0,28.0,27.0
101,Chris Wagner,8475780,R,33,28,1.0,1.0,0.0,0.0,7.095238095238095,0.0357142857142857,0.0,0.0357142857142857,273.0,0.23826502,20.0,0.039409723,4.0,0.08459423,7.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8475780.png,0.47150776,0.07572417,0.11271552,0.5324814,0.09486036,0.11100421,39.0,7.0,10.0,44.0,8.0,10.0
102,Jeff Skinner,8475784,L,32,72,16.0,29.0,10.0,3.0,12.999768518518518,0.4027777777777778,0.1805555555555555,0.2222222222222222,259.0,0.8336874,69.0,0.25977343,22.0,0.21550225,18.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475784.png,0.92638,0.23867849,0.28880337,0.8977951,0.2558074,0.29935664,76.0,20.0,24.0,74.0,21.0,25.0
103,Zach Hyman,8475786,L,32,73,27.0,44.0,12.0,5.0,18.881506849315063,0.6027397260273972,0.2328767123287671,0.3698630136986301,259.0,0.88079095,73.0,0.4148771,35.0,0.32669646,27.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475786.png,0.8990655,0.40942618,0.3713552,0.9248406,0.40711987,0.35499212,74.0,34.0,31.0,76.0,34.0,30.0
104,Erik Gudbranson,8475790,D,32,16,0.0,4.0,1.0,3.0,17.770833333333332,0.25,0.25,0.0,267.0,0.5691516,47.0,0.026624754,3.0,0.15056829,13.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8475790.png,0.45152774,0.03741705,0.11302378,0.5282022,0.03597499,0.11693045,38.0,4.0,10.0,44.0,3.0,10.0
105,Taylor Hall,8475791,L,33,77,18.0,42.0,15.0,9.0,15.173809523809526,0.5454545454545454,0.3116883116883117,0.2337662337662337,266.0,0.77075773,64.0,0.1898085,16.0,0.27492702,23.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8475791.png,0.7677171,0.19587676,0.23865326,0.80139315,0.2019231,0.26568532,63.0,17.0,20.0,66.0,17.0,22.0
106,Tyler Seguin,8475794,C,32,20,9.0,21.0,8.0,4.0,16.149166666666666,1.05,0.6,0.45,275.0,0.80298334,66.0,0.31254146,26.0,0.3393488,28.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475794.png,0.847664,0.2852842,0.3264331,0.7757051,0.25507802,0.3371423,70.0,24.0,27.0,64.0,21.0,28.0
107,Dylan McIlrath,8475795,D,32,17,0.0,2.0,1.0,1.0,11.655882352941177,0.1176470588235294,0.1176470588235294,0.0,286.0,0.3119634,26.0,0.014561412,2.0,0.08873765,8.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8475795.png,0.3643996,0.03641278,0.12543465,0.44171402,0.052661497,0.10964874,30.0,3.0,11.0,37.0,5.0,9.0
108,Mikael Granlund,8475798,C,32,83,22.0,66.0,31.0,13.0,19.449799196787147,0.7951807228915663,0.5301204819277109,0.2650602409638554,275.0,0.9018686,74.0,0.21594745,18.0,0.44097078,37.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475798.png,0.70666564,0.12630662,0.24515416,0.8519041,0.14236145,0.3484333,58.0,11.0,21.0,70.0,12.0,29.0
109,Nino Niederreiter,8475799,R,32,82,17.0,37.0,13.0,7.0,14.852032520325205,0.4512195121951219,0.2439024390243902,0.2073170731707317,275.0,0.926894,77.0,0.23716809,20.0,0.22054584,19.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8475799.png,0.8096305,0.15402864,0.18051648,0.75343984,0.15638374,0.18288256,67.0,13.0,15.0,62.0,13.0,15.0
110,Bryan Rust,8475810,R,32,71,31.0,65.0,23.0,11.0,19.75070422535212,0.9154929577464788,0.4788732394366197,0.4366197183098591,242.0,0.8603784,71.0,0.37063378,31.0,0.42176422,35.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475810.png,0.7570505,0.2683964,0.24629734,0.76633567,0.2548346,0.26597378,63.0,23.0,21.0,63.0,21.0,22.0
111,Sam Carrick,8475842,C,32,80,6.0,20.0,9.0,5.0,11.931875,0.25,0.175,0.075,255.0,0.7988158,66.0,0.0856926,8.0,0.124512896,11.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8475842.png,0.4472867,0.051518198,0.08533388,0.4723589,0.063316226,0.08151852,37.0,5.0,7.0,39.0,6.0,7.0
112,Brendan Gallagher,8475848,R,32,82,21.0,38.0,10.0,7.0,13.914430894308945,0.4634146341463415,0.2073170731707317,0.2560975609756097,243.0,0.84505963,70.0,0.20820747,18.0,0.20326783,17.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475848.png,0.611306,0.15647987,0.1406285,0.80995995,0.17833169,0.20935123,51.0,13.0,12.0,67.0,15.0,18.0
113,John Klingberg,8475906,D,32,11,1.0,4.0,1.0,2.0,17.243939393939396,0.3636363636363636,0.2727272727272727,0.0909090909090909,259.0,0.39905098,33.0,0.04444181,4.0,0.23162074,19.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475906.png,0.73527217,0.076323286,0.23646742,0.73132527,0.06300355,0.2454544,61.0,7.0,20.0,60.0,6.0,21.0
114,Mark Stone,8475913,R,32,66,19.0,67.0,34.0,14.0,19.25429292929293,1.0151515151515151,0.7272727272727273,0.2878787878787879,274.0,0.8253391,68.0,0.26310837,22.0,0.5431707,45.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475913.png,0.8123792,0.2706603,0.4419581,0.8643544,0.29051575,0.51840353,67.0,23.0,37.0,71.0,24.0,43.0
115,Colin Blackwell,8476278,C,31,63,6.0,17.0,7.0,4.0,11.562698412698412,0.2698412698412698,0.1746031746031746,0.0952380952380952,275.0,0.62427104,52.0,0.09051948,8.0,0.12112137,10.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476278.png,0.62538344,0.086836286,0.12089061,0.6623785,0.091275126,0.12031648,52.0,8.0,10.0,55.0,8.0,10.0
116,Ondrej Palat,8476292,L,33,77,15.0,28.0,4.0,9.0,13.754329004329003,0.3636363636363636,0.1688311688311688,0.1948051948051948,240.0,0.76256937,63.0,0.1478613,13.0,0.21213177,18.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476292.png,0.8020706,0.12586005,0.21298762,0.86230373,0.11790504,0.23247324,66.0,11.0,18.0,71.0,10.0,20.0
117,Josh Manson,8476312,D,33,48,1.0,15.0,6.0,8.0,18.041319444444444,0.3125,0.2916666666666667,0.0208333333333333,273.0,0.68517214,57.0,0.04313445,4.0,0.16295364,14.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8476312.png,0.74521875,0.046143156,0.1525956,0.7858528,0.05490016,0.18624079,62.0,4.0,13.0,65.0,5.0,16.0
118,Dylan DeMelo,8476331,D,31,82,3.0,19.0,7.0,9.0,21.53231707317073,0.2317073170731707,0.1951219512195122,0.0365853658536585,275.0,0.9073211,75.0,0.038276326,4.0,0.21939385,18.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476331.png,0.7805518,0.037070755,0.20584057,0.81359,0.036195647,0.19624284,65.0,4.0,17.0,67.0,3.0,17.0
119,Nick Seeler,8476372,D,31,77,3.0,20.0,7.0,10.0,17.27965367965368,0.2597402597402597,0.2207792207792207,0.0389610389610389,232.0,0.8119669,67.0,0.03694231,4.0,0.14227809,12.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8476372.png,0.46652368,0.023349887,0.113425605,0.504714,0.015112032,0.10209932,39.0,2.0,10.0,42.0,2.0,9.0
120,Sean Kuraly,8476374,C,31,82,6.0,17.0,9.0,2.0,11.764024390243902,0.2073170731707317,0.1341463414634146,0.073170731707317,267.0,0.7913393,65.0,0.08788521,8.0,0.13718617,12.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476374.png,0.74172324,0.078016005,0.10936812,0.72715575,0.09052278,0.114192195,61.0,7.0,9.0,60.0,8.0,10.0
121,Vincent Trocheck,8476389,C,31,82,26.0,59.0,17.0,16.0,21.0989837398374,0.7195121951219512,0.4024390243902439,0.3170731707317073,255.0,0.95000416,78.0,0.2923645,24.0,0.4651221,39.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8476389.png,0.91543525,0.28553417,0.44840625,0.8621011,0.2667512,0.36857963,76.0,24.0,37.0,71.0,22.0,31.0
122,T.J. Tynan,8476391,C,32,9,0.0,1.0,0.0,1.0,7.857407407407408,0.1111111111111111,0.1111111111111111,0.0,273.0,0.2855696,24.0,0.0618002,6.0,0.06954147,6.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8476391.png,0.24075867,0.069246314,0.119537525,0.32003963,0.09572647,0.12854604,20.0,6.0,10.0,27.0,8.0,11.0
123,Adam Lowry,8476392,C,31,73,16.0,34.0,8.0,10.0,15.428310502283106,0.4657534246575342,0.2465753424657534,0.2191780821917808,275.0,0.9154719,76.0,0.17211275,15.0,0.20212808,17.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476392.png,0.88752323,0.10340222,0.1705347,0.8880879,0.122526176,0.21115904,73.0,9.0,14.0,73.0,11.0,18.0
124,Nick Cousins,8476393,C,31,50,6.0,15.0,6.0,3.0,11.902666666666669,0.3,0.18,0.12,242.0,0.7087145,59.0,0.11567756,10.0,0.14332147,12.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8476393.png,0.7868081,0.1050686,0.17012593,0.70900035,0.11946471,0.18075109,65.0,9.0,14.0,59.0,10.0,15.0
125,Blake Coleman,8476399,L,33,82,15.0,39.0,16.0,8.0,17.684756097560978,0.4756097560975609,0.2926829268292683,0.1829268292682926,220.0,0.9265478,76.0,0.21315166,18.0,0.25256377,21.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476399.png,0.88430685,0.1749825,0.20893112,0.83423537,0.19941606,0.2265475,73.0,15.0,18.0,69.0,17.0,19.0
126,Jean-Gabriel Pageau,8476419,C,32,79,14.0,42.0,17.0,11.0,16.997257383966243,0.5316455696202531,0.3544303797468354,0.1772151898734177,222.0,0.9194475,76.0,0.18681161,16.0,0.2525903,21.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476419.png,0.86428493,0.14067361,0.2180362,0.8701611,0.14149186,0.24245292,71.0,12.0,18.0,72.0,12.0,20.0
127,Mike Reilly,8476422,D,31,18,0.0,2.0,2.0,0.0,15.167592592592593,0.1111111111111111,0.1111111111111111,0.0,222.0,0.50897413,42.0,0.041641966,4.0,0.12997904,11.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476422.png,0.4025354,0.054346073,0.13559641,0.48097765,0.048637565,0.16253264,34.0,5.0,12.0,40.0,4.0,14.0
128,Scott Mayfield,8476429,D,32,66,3.0,9.0,3.0,3.0,17.000757575757575,0.1363636363636363,0.0909090909090909,0.0454545454545454,222.0,0.7794102,64.0,0.0292155,3.0,0.14204133,12.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476429.png,0.5243853,0.030794216,0.1202616,0.53295135,0.028971305,0.09963585,43.0,3.0,10.0,44.0,3.0,9.0
129,Boone Jenner,8476432,C,31,26,7.0,19.0,6.0,6.0,17.985897435897435,0.7307692307692307,0.4615384615384615,0.2692307692307692,267.0,0.7787485,64.0,0.28040853,23.0,0.3150924,26.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476432.png,0.91534317,0.31612226,0.3298745,0.823925,0.34089893,0.30914488,76.0,26.0,28.0,68.0,28.0,26.0
130,Brandon Saad,8476438,L,32,72,13.0,30.0,7.0,10.0,14.81851851851852,0.4166666666666667,0.2361111111111111,0.1805555555555555,274.0,0.84531015,70.0,0.20763256,18.0,0.2004696,17.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476438.png,0.5677622,0.094856575,0.15080856,0.63439494,0.087397374,0.11147306,47.0,8.0,13.0,53.0,8.0,10.0
131,Joel Edmundson,8476441,D,31,73,6.0,20.0,6.0,8.0,20.58972602739726,0.273972602739726,0.1917808219178082,0.0821917808219178,249.0,0.7609826,63.0,0.030189948,3.0,0.18215954,15.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476441.png,0.6950975,0.030661514,0.14796309,0.64205676,0.033452358,0.13085395,57.0,3.0,13.0,53.0,3.0,11.0
132,Matt Nieto,8476442,L,32,32,1.0,3.0,1.0,1.0,12.25,0.09375,0.0625,0.03125,242.0,0.30970234,26.0,0.04700774,4.0,0.091860965,8.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476442.png,0.55218226,0.057679724,0.120344274,0.4264082,0.05510809,0.07782406,46.0,5.0,10.0,35.0,5.0,7.0
133,William Karlsson,8476448,C,31,53,9.0,29.0,14.0,6.0,17.014150943396228,0.5471698113207547,0.3773584905660377,0.1698113207547169,274.0,0.79758954,66.0,0.20893514,18.0,0.35514963,30.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8476448.png,0.8338825,0.22551051,0.31832185,0.86809504,0.23462622,0.30894074,69.0,19.0,27.0,72.0,20.0,26.0
134,Nikita Kucherov,8476453,R,31,78,37.0,121.0,56.0,28.0,21.18952991452992,1.551282051282051,1.0769230769230769,0.4743589743589743,292.0,0.8932596,74.0,0.43638507,36.0,0.9361554,77.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476453.png,0.99509865,0.42537045,1.0317196,0.963251,0.3686007,1.0463545,82.0,35.0,85.0,79.0,31.0,86.0
135,Ryan Nugent-Hopkins,8476454,C,31,78,20.0,49.0,22.0,7.0,18.97286324786325,0.6282051282051282,0.3717948717948718,0.2564102564102564,259.0,0.88591266,73.0,0.26093456,22.0,0.46764198,39.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8476454.png,0.851593,0.2058801,0.36476648,0.95154434,0.21335103,0.40964377,70.0,17.0,30.0,79.0,18.0,34.0
136,Jonathan Huberdeau,8476456,L,31,81,28.0,62.0,26.0,8.0,19.541975308641977,0.7654320987654321,0.419753086419753,0.345679012345679,220.0,0.92305064,76.0,0.26940656,23.0,0.5308117,44.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476456.png,0.9036274,0.22669727,0.46393234,0.9144748,0.220536,0.4983707,75.0,19.0,39.0,75.0,19.0,41.0
